pk_id,image_cap,image_obj
6767,"['a large group of people are sitting at tables .', 'a large group of people sitting at tables with umbrellas .', 'a large group of people sitting at tables with umbrellas']","['stage', 'theater curtain, theatre curtain']"
6768,"['a colorful kite flying in a blue sky .', 'a colorful kite flying in a blue sky', 'a colorful kite flying in the sky over a field .']",['tick']
6769,"['a plane flying over a large body of water .', 'a plane flying over a large body of water', 'a plane flying in the sky over a bridge']","['geyser', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']"
6770,"['a picture of a man in a suit and tie .', 'a picture of a man in a suit and tie', ""a picture of a sign that says `` <UNK> '' .""]","['book jacket, dust cover, dust jacket, dust wrapper']"
6771,"['a group of people walking down a street .', 'a group of people standing in front of a store .', 'a group of people standing in front of a building .']","['grocery store, grocery, food market, market', 'butcher shop, meat market']"
6772,"['a group of people standing next to a giant teddy bear .', 'a group of people standing next to each other .', 'a group of people standing next to a large teddy bear .']","['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']"
6773,"['a picture of a person holding a sign .', 'a picture of a person holding a book .', 'a picture of a person holding a book']","['web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper']"
6774,"['a red stop sign sitting on the side of a road .', 'a red stop sign sitting next to a tall building .', 'a red stop sign sitting on the side of a street .']","['tobacco shop, tobacconist shop, tobacconist', 'street sign']"
6775,"['a black and white photo of a plane in the sky .', 'a black and white photo of a plane', 'a black and white photo of a plane flying in the sky']","['geyser', 'parachute, chute']"
6776,"['an old rusty train car sitting in the grass .', 'an old rusty train car sitting in a field .', 'an old rusty train car sitting on the tracks .']","['thresher, thrasher, threshing machine', 'tractor']"
6777,"['a close up of a cake with a person on it', 'a close up of a cake with a person', 'a close up of a cake with a person on top']","['doormat, welcome mat', 'bib']"
6778,"['a black and white photo of a mountain range .', 'a black and white photo of a large mountain range .', 'a black and white photo of a mountain range']","['valley, vale', 'lakeside, lakeshore']"
6779,"['a group of people riding bikes down a street .', 'a group of people riding bikes down a dirt road .', 'a group of people riding bikes down a road .']","['solar dish, solar collector, solar furnace', 'radio telescope, radio reflector']"
6780,"['a plate of food on a table', 'a plate of food on a table with a spoon', 'a plate of food on a table with a spoon .']","['potpie', 'plate']"
6781,"['a large brown bear walking across a river .', 'a large brown bear swimming in a river .', 'a large brown bear standing on top of a river .']","['tiger, Panthera tigris', 'tiger cat']"
6782,"['a close up of a pair of scissors', 'a close up of a stop sign with a sky background', 'a close up of a stop sign with a sticker on it']","['face powder', 'spaghetti squash']"
6783,"['a person holding a nintendo wii game controller .', 'a person holding a cell phone in their hand .', 'a person holding a wii remote in their hand .']","['digital watch', 'stopwatch, stop watch']"
6784,"['a man standing in a field holding a kite .', 'a man standing next to a woman in a field .', 'a man standing in a field with a kite .']","['megalith, megalithic structure', 'obelisk']"
6785,"['a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a microphone .', 'a man in a suit and tie holding a cell phone']","['vestment', 'lab coat, laboratory coat']"
6786,"['a bed with a bunch of different colored ties on it', 'a bed with a bunch of different items on it', 'a bed with a bunch of colorful pillows on it']","['sleeping bag', 'apron']"
6787,"['a bed with a bunch of different colored ties on it', 'a bed with a bunch of different items on it', 'a bed with a bunch of colorful pillows on it']","['sleeping bag', 'apron']"
6788,"['a group of people standing on top of a lush green field .', 'a group of people standing on top of a grass covered field .', 'a group of people standing on top of a green field .']","['rifle', 'web site, website, internet site, site']"
6789,"['a large white bed sitting in a room .', 'a large white bed sitting in a room next to a window .', 'a large white bed sitting in a room next to a wall .']","['bannister, banister, balustrade, balusters, handrail', 'coil, spiral, volute, whorl, helix']"
6790,"['a bed with a bunch of different colored ties on it', 'a bed with a bunch of different items on it', 'a bed with a bunch of colorful pillows on it']","['sleeping bag', 'apron']"
6791,"['a woman in a blue shirt is holding a cellphone', 'a woman in a blue shirt is talking on a cellphone', 'a woman in a blue shirt is talking on a cell phone']","[""potter's wheel"", 'hand-held computer, hand-held microcomputer']"
6792,"['a group of people standing on top of a sandy beach .', 'a group of people standing around a pool .', 'a group of people standing on top of a pool .']","['fountain', 'stage']"
6793,"['a group of chickens standing next to a fire hydrant .', 'a group of chickens standing on top of a dirt field .', 'a group of chickens standing on top of a cement block .']","['Labrador retriever', 'whippet']"
6794,"['a bathroom with a sink and a mirror', 'a bathroom with a sink , toilet and window .', 'a bathroom with a sink , toilet and a window .']","['window screen', 'bannister, banister, balustrade, balusters, handrail']"
6795,"['a group of people walking down a street .', 'a group of people walking down a city street .', 'a group of people walking down a street next to tall buildings .']","['flagpole, flagstaff', 'traffic light, traffic signal, stoplight']"
6796,"['a man wearing a tie and a hat .', 'a man wearing a hat and a tie .', 'a man wearing a tie and a hat']","['Windsor tie', 'suit, suit of clothes']"
6797,"['a man and a woman standing next to each other .', 'a man and woman standing next to each other .', 'a man and a woman standing next to each other on a sidewalk .']","[""potter's wheel"", 'jinrikisha, ricksha, rickshaw']"
6798,"['a cat is sitting on top of a cake .', 'a cat is sitting on top of a table .', 'a cat is sitting on top of a table']","['lampshade, lamp shade', 'honeycomb']"
6799,"['a close up of a person holding a pair of scissors', 'a close up of a pair of scissors', 'a close up of a pair of scissors on a table']","['hourglass', 'stethoscope']"
6800,"['a train station with a train on the tracks .', 'a train station with a train passing by .', 'a train station with a train on the tracks']","['prison, prison house', 'turnstile']"
6801,"['a group of people standing next to each other .', 'a group of men standing next to each other .', 'a group of people standing next to each other on a field .']","['stretcher', 'bulletproof vest']"
6802,"['a plane flying in the sky with a sky background', 'a plane flying in the sky over a mountain .', 'a plane flying in the sky over a mountain']","['geyser', 'parachute, chute']"
6803,"['a view of a city skyline from the distance .', 'a view of a city skyline from a plane .', 'a view of a city skyline with a plane flying in the sky .']","['beacon, lighthouse, beacon light, pharos', 'flagpole, flagstaff']"
6804,"['a cake that has been made to look like a train .', 'a cake that has been made to look like a dog .', 'a cake that has been made to look like a face .']","['hamper', 'packet']"
6805,"['a close up of a pair of scissors', 'a close up of a pair of scissors on a table', 'a pair of scissors and a pair of scissors .']","['envelope', 'fountain pen']"
6806,"['a vase with a flower on top of it .', 'a vase with a flower on top of it', 'a vase with a flower in it sitting on a table .']","['cocktail shaker', 'milk can']"
6807,"['a room with a table and chairs and a table', 'a room with a table , chairs and a table .', 'a room with a table , chairs , and a television .']","['dining table, board', 'library']"
6808,"['a dog and a cat are standing in a room .', 'a dog and a cat are standing in a living room .', 'a dog and a cat are standing in a room']","['Shih-Tzu', 'Pekinese, Pekingese, Peke']"
6809,"['a person on a beach flying a kite .', 'a person flying a kite on the beach .', 'a person is flying a kite on the beach .']","['seashore, coast, seacoast, sea-coast', 'balloon']"
6810,"['a close up of a clock on a table', 'a black and white photo of a clock', 'a black and white picture of a clock']","['digital clock', 'digital watch']"
6811,"['a group of people standing on top of a sandy beach .', 'a group of people standing on a beach flying kites .', 'a group of people standing on top of a beach flying kites .']","['seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']"
6812,"['a tree in a park with trees and bushes .', 'a tree in a park with a tree in the background .', 'a tree in a park with trees and bushes']","['valley, vale', 'lakeside, lakeshore']"
6813,"['a group of people standing outside of a building .', 'a group of people standing in front of a building .', 'a group of people standing outside of a building']","['toyshop', 'restaurant, eating house, eating place, eatery']"
6814,"['a bed with a white bedspread and pillows on it .', 'a bed with a white bedspread and pillows on top of it .', 'a bed with a white bedspread and pillows on it']","['studio couch, day bed', 'pillow']"
6815,"['a woman in a blue shirt and a tie', 'a woman in a blue shirt and a red tie', 'a woman in a blue shirt and a red tie .']","['stole', 'Windsor tie']"
6816,"['a glass of wine sitting on a table .', 'a glass of orange juice sitting on a table .', 'a glass of wine sitting on a table next to a glass .']","['consomme', 'soup bowl']"
6817,"['a black and white photo of a street with cars', 'a black and white photo of a street with cars parked', 'a black and white photo of a street with cars parked on it']","['sandbar, sand bar', 'park bench']"
6818,"['a brown bear standing on top of a grass covered field .', 'a brown bear standing on top of a lush green field .', 'a brown bear is standing in the grass .']","['brown bear, bruin, Ursus arctos']"
6819,"['a woman holding a teddy bear in her hand .', 'a woman holding a teddy bear in her hands .', 'a woman holding a teddy bear in her hand']","['panpipe, pandean pipe, syrinx', 'drumstick']"
6820,"['a person holding a pair of skis in the air', 'a person holding a pair of skis in the air .', 'a person holding a pair of scissors in the air .']","['torch', 'pinwheel']"
6821,"['a piece of cake on a plate with a fork .', 'a piece of cake on a plate with a fork', 'a piece of chocolate cake on a plate with a fork .']","['ice cream, icecream', 'chocolate sauce, chocolate syrup']"
6822,"['a statue of a man and a woman in a dress .', 'a statue of a man and a woman in a dress', 'a statue of a man and a woman holding a vase .']","['bonnet, poke bonnet', 'vase']"
6823,"['a group of people sitting at tables in a room .', 'a group of people sitting around a table in a room .', 'a group of people sitting around a table in front of a tv .']","['cinema, movie theater, movie theatre, movie house, picture palace', 'stage']"
6824,"['a large body of water next to a river .', 'a large body of water next to a lush green field .', 'a large body of water next to a lush green hillside .']","['lakeside, lakeshore', 'valley, vale']"
6825,"['a close up of a plate of food with broccoli', 'a close up of a plate of food', 'a close up of a bunch of carrots']","['corn', 'ear, spike, capitulum']"
6826,"['a group of men standing on top of a tennis court .', 'a group of men standing on a tennis court holding racquets .', 'a group of people standing on a tennis court holding racquets .']","['solar dish, solar collector, solar furnace', 'volleyball']"
6827,"['a large building with a clock on it', 'a large building with a clock on the top of it .', 'a large building with a clock tower in the center .']","['comic book', 'jigsaw puzzle']"
6828,"['a group of people standing on top of a tennis court .', 'a group of people standing on a tennis court holding racquets .', 'a group of people standing on top of a stage .']","['torch', 'comic book']"
6829,"['a dog laying on a bed with a blanket .', 'a dog laying on a bed with a blanket', 'a dog is laying on a bed with a blanket .']","['miniature pinscher', 'bath towel']"
6830,"['a pile of stuffed animals sitting on top of a bed .', 'a stuffed animal is laying on a bed', 'a pile of stuffed animals sitting next to each other .']","['pencil box, pencil case', 'hair slide']"
6831,"['a cutting board with a knife and a knife', 'a cutting board with a knife and a knife on it .', 'a cutting board with a pair of scissors and a knife .']","['plate', 'analog clock']"
6832,"['a man and a woman sitting on a couch .', 'a man and a woman sitting on a couch', 'a man and a woman are sitting on a couch']","['military uniform', 'book jacket, dust cover, dust jacket, dust wrapper']"
6833,"['a train traveling over a bridge over a river .', 'a train traveling over a bridge over a body of water .', 'a train traveling over a bridge next to a river .']","['monitor', 'lakeside, lakeshore']"
6834,"['a white dog laying on top of a bed .', 'a white dog laying on top of a white bed .', 'a white teddy bear sitting on top of a bed .']","['Samoyed, Samoyede', 'Great Pyrenees']"
6835,"['a woman sitting at a table in front of a christmas tree .', 'a woman sitting at a table in front of a christmas tree', 'a woman sitting at a table with a bunch of flowers in it .']","['confectionery, confectionary, candy store', 'altar']"
6836,"['a woman sitting on a bench with her legs crossed .', 'a woman sitting on a bench with her arms crossed .', 'a woman sitting on a bench with her legs crossed']","['fur coat', 'briard']"
6837,"['a close up of a pair of skis', 'a close up of a person holding a pair of skis', 'a close up of a pair of skis on a snowy surface']","['wood rabbit, cottontail, cottontail rabbit', 'hare']"
6838,"['a car parked in front of a building .', 'a car is parked in front of a building .', 'a car is parked in front of a building']","['convertible', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']"
6839,"['a woman is holding a teddy bear in her arms .', 'a woman is holding a teddy bear in her hand .', 'a woman is holding a teddy bear in a park .']","['fur coat', 'orangutan, orang, orangutang, Pongo pygmaeus']"
6840,"['a person is holding a bike in the rain .', 'a person is holding a bicycle in front of a building .', 'a person is holding a bike in the rain']","['aircraft carrier, carrier, flattop, attack aircraft carrier', 'barn spider, Araneus cavaticus']"
6841,"['a group of people standing in front of a tv .', 'a group of people standing around a tv .', 'a group of people standing in front of a television .']","['television, television system', 'home theater, home theatre']"
6842,"['a man riding a wave on top of a surfboard .', 'a man riding a surfboard on top of a wave .', 'a man riding a surfboard on top of a wave in the ocean .']","['Newfoundland, Newfoundland dog', 'lakeside, lakeshore']"
6843,"['a red and white plane flying in the sky', 'a red and white plane flying in the sky .', 'a red and white plane flying in a cloudy sky']","['space shuttle', 'parachute, chute']"
6844,"['a close up of a person holding a cell phone', 'a close up of a person holding a pair of scissors', 'a close up of a person holding a nintendo wii remote']","['packet', 'remote control, remote']"
6845,"['a view of a city street at night .', 'a view of a city street at night', 'a group of people standing on a street corner .']","['altar', 'theater curtain, theatre curtain']"
6846,"['a group of people standing next to each other .', 'a group of people standing next to each other in a room .', 'a group of people standing in a room .']","['vestment', 'torch']"
6847,"['a close up of a laptop on a desk', 'a close up of a laptop on a table', 'a close up of a cell phone on a table']","['remote control, remote', 'iPod']"
6848,"['a man with a beard and a black dog', 'a man with a beard and a black cat', 'a man with a beard and a black dog wearing a hat .']","['Pomeranian', 'Persian cat']"
6849,"['a man is standing on a bench by the water .', 'a man standing on a bridge with a surfboard .', 'a man is standing on a bench by the water']","['lakeside, lakeshore', 'pier']"
6850,"['a group of people standing next to each other .', 'a group of people posing for a picture', 'a group of people posing for a photo']","['feather boa, boa', 'maillot']"
6851,"['a view of a clock tower in the distance .', 'a view of a clock tower in the distance', 'a view of a clock tower in the middle of the ocean .']","['seashore, coast, seacoast, sea-coast', 'volcano']"
6852,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a tarmac .', 'a group of people standing on top of a dirt field .']","['lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast']"
6853,"['a man and a woman standing next to each other .', 'a couple of people that are standing in front of a table', 'a man and a woman standing next to each other in a kitchen .']","['American lobster, Northern lobster, Maine lobster, Homarus americanus', 'crayfish, crawfish, crawdad, crawdaddy']"
6854,"['a man in a suit and tie holding a microphone .', 'a man in a suit and tie holding a microphone', 'a man in a suit and tie is holding a cell phone .']","['panpipe, pandean pipe, syrinx', 'comic book']"
6855,"['a close up of a person holding a pair of scissors', 'a close up of a stuffed animal on a table', 'a close up of a stuffed animal with a tag on it']","['jersey, T-shirt, tee shirt', 'mask']"
6856,"['a view of a mountain range with mountains in the background .', 'a view of a mountain range with mountains in the distance .', 'a view of a mountain range with a mountain in the background .']","['valley, vale', 'alp']"
6857,"['a red fire hydrant sitting in the middle of a field .', 'a red and white fire hydrant sitting in the middle of a field .', 'a red fire hydrant sitting in the middle of a lush green field .']","['lakeside, lakeshore', 'airship, dirigible']"
6858,"['a view of a mountain range from a plane .', 'a view of a mountain range with a mountain range .', 'a view of a mountain range from a plane']","['radio telescope, radio reflector', 'beacon, lighthouse, beacon light, pharos']"
6859,"['a plane flying in the sky over a field .', 'a plane flying in the sky over a mountain .', 'a plane flying in the sky over a field']","['beacon, lighthouse, beacon light, pharos', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']"
6860,"['a group of people standing on top of a mountain .', 'a group of people standing on top of a hill .', 'a group of people standing on top of a snow covered mountain .']","['alp', 'valley, vale']"
6861,"['a black and white photo of a dog sitting on a chair .', 'a black and white photo of a dog sitting on a chair', 'a black and white photo of a man holding a dog .']","['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']"
6862,"['a man riding a skateboard up the side of a ramp .', 'a man riding a motorcycle down a street .', 'a man riding a skateboard down a street .']","['theater curtain, theatre curtain', 'unicycle, monocycle']"
6863,"['a person sitting on a chair with a skateboard', 'a room with a desk , a chair and a chair .', 'a room with a desk , a chair , and a television .']","['puck, hockey puck', 'ski']"
6864,"['a group of people standing next to each other .', 'a group of people standing around each other .', 'a group of people standing next to each other holding wii controllers .']","['limousine, limo']"
6865,"['a black and white photo of a woman holding a teddy bear .', 'a black and white photo of a person holding a teddy bear .', 'a black and white photo of a woman holding a teddy bear']","['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']"
6866,"['a group of people standing on top of a lush green field .', 'a group of people standing on top of a grass covered field .', 'a large building with a clock tower in the middle of it .']","['palace', 'bell cote, bell cot']"
6867,"['a collage of photos of a person holding a pair of scissors', 'a collage of photos of a person holding a pair of scissors .', 'a collage of photos of a man holding a wii controller .']","['web site, website, internet site, site', 'hand-held computer, hand-held microcomputer']"
6868,"['a black and white photo of a woman holding a teddy bear .', 'a black and white photo of a person holding a teddy bear .', 'a black and white photo of a woman holding a teddy bear']","['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']"
6869,"['a statue of a man holding a kite .', 'a statue of a man is holding a kite .', 'a statue of a man holding a kite']","['church, church building', 'fountain']"
6870,"['a person holding a pair of scissors in their hands .', 'a woman holding a pair of scissors in front of her face .', 'a person holding a pair of scissors in their hands']","['cocktail shaker', 'shower curtain']"
6871,"['a man and woman are sitting on a bench .', 'a man and woman are sitting on a bench', 'a man and woman sitting on a bench in front of a sign .']","['web site, website, internet site, site']"
6872,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']",['basketball']
6873,"['a woman sitting on a bed holding a cell phone .', 'a woman sitting on a couch holding a wii remote .', 'a woman sitting on a couch holding a wii controller .']","[""pajama, pyjama, pj's, jammies"", 'cellular telephone, cellular phone, cellphone, cell, mobile phone']"
6874,"['a large bridge spanning the width of a river .', 'a train traveling over a bridge over a river .', 'a train traveling across a bridge over a river .']",['steel arch bridge']
6875,"['a man in a baseball uniform holding a bat .', 'a man in a baseball uniform holding a baseball bat .', 'a man in a baseball uniform is holding a bat .']","['football helmet', 'ballplayer, baseball player']"
6876,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']","['parallel bars, bars', 'horizontal bar, high bar']"
6877,"['a person on a surfboard in the water .', 'a person on a surfboard riding a wave .', 'a man is standing on a surfboard in the water .']","['hoopskirt, crinoline', 'overskirt']"
6878,"['a young girl is playing with a frisbee .', 'a little girl that is standing in the grass with a frisbee .', 'a little girl that is standing in the grass .']","['soccer ball', 'rapeseed']"
6879,"['a group of people standing next to each other .', 'a group of people standing around each other .', 'a group of people standing next to each other holding teddy bears .']","['theater curtain, theatre curtain', 'shower curtain']"
6880,"['a bunch of different types of food on a table .', 'a bunch of different types of food on a table', 'a group of people standing around a table with a cake .']",['comic book']
6881,"['a woman in a white shirt and a black and white tie', 'a woman in a white shirt and a black and white picture', 'a woman in a white dress and a man in a white shirt']","['wig', 'stethoscope']"
6882,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in a room', 'a man in a suit and tie standing in front of a wall .']","['ping-pong ball', ""pajama, pyjama, pj's, jammies""]"
6883,"['a man holding a baseball bat in his hands .', 'a man holding a baseball bat in his hands', 'a man holding a baseball bat in his hand .']","['barbell', 'bow']"
6884,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing next to a woman .', 'a man in a suit and tie standing in front of a mirror .']","['suit, suit of clothes', 'Windsor tie']"
6885,"['a close up of a person wearing a mask', 'a close up of a person wearing a tie', 'a close up of a person wearing a hat']","['wig', 'mask']"
6886,"['a sign that has a bunch of stickers on it', 'a sign that has a bunch of stickers on it .', 'a sign that has a bunch of stickers on it on it']",['comic book']
6887,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']","['basketball', 'volleyball']"
6888,"['a picture of a person on a skateboard .', 'a picture of a person on a motorcycle .', 'a picture of a person holding a surfboard .']","['comic book', 'magnetic compass']"
6889,"['a collage of pictures of a man holding a skateboard .', 'a collage of photos of a man holding a skateboard .', 'a collage of photos of a man holding a skateboard']",['comic book']
6890,"['a group of people riding on the backs of horses .', 'a group of men riding on the backs of horses .', 'a group of people riding on the backs of brown horses .']","['go-kart', 'bobsled, bobsleigh, bob']"
6891,"['a pair of scissors sitting on top of a table .', 'a close up of a pair of scissors', 'a close up of a pair of scissors on a table']","['syringe', 'beaker']"
6892,"['a group of men standing on top of a baseball field .', 'a man in a baseball uniform holding a baseball bat .', 'a man in a baseball uniform holding a bat .']","['soccer ball', 'volleyball']"
6893,"['a man wearing a hat and holding a snowboard .', 'a man wearing a hat and a hat .', 'a man wearing a hat and holding a snowboard']","['military uniform', 'ballplayer, baseball player']"
6894,"['a group of men standing next to each other .', 'a group of people standing next to each other .', 'a group of men standing next to each other on a field .']","['bulletproof vest', 'stretcher']"
6895,"['a man holding a baseball bat on a field .', 'a man holding a baseball bat on a baseball field .', 'a man holding a baseball bat in his hands .']","['volleyball', 'rugby ball']"
6896,"['a group of young men playing a game of frisbee .', 'a group of young men playing a game of soccer .', 'a group of young men playing a game of basketball .']","['basketball', 'soccer ball']"
6897,"['a young man kicking a soccer ball on a field .', 'a young man kicking a soccer ball around a field .', 'a young boy kicking a soccer ball around a field .']",['soccer ball']
6898,"['a group of men playing a game of basketball .', 'a group of men playing a game of frisbee .', 'a group of men standing on top of a tennis court .']","['basketball', 'volleyball']"
6899,"['a group of people standing around a tennis court .', 'a group of people standing on a tennis court .', 'a group of people standing on a tennis court holding racquets .']","['bubble', 'balance beam, beam']"
6900,"['a woman brushing her teeth with a tooth brush .', 'a woman brushing her teeth with a pink toothbrush .', 'a woman is brushing her teeth with a pink toothbrush .']","['sunscreen, sunblock, sun blocker', 'Band Aid']"
6901,"['a group of young men standing next to each other .', 'a group of people standing next to each other .', 'a group of young people standing next to each other .']","['suit, suit of clothes', 'Windsor tie']"
6902,"['a man standing on top of a snow covered slope .', 'a man standing on top of a snow covered field .', 'a man standing on top of a snow covered slope holding a snowboard .']","['dugong, Dugong dugon', 'snorkel']"
6903,"['a group of people standing next to each other .', 'a group of young men standing next to each other .', 'a group of young people standing next to each other .']","['limousine, limo']"
6904,"['a man in a blue shirt and a white shirt', 'a man in a blue shirt and a black and white striped tie .', 'a man in a blue shirt and a black and white striped tie']","['kimono', 'sarong']"
6905,"['a woman in a white dress shirt and tie .', 'a woman in a white dress shirt and black tie .', 'a woman in a white shirt and black tie']","[""pajama, pyjama, pj's, jammies"", 'lab coat, laboratory coat']"
6906,"['a close up of a pair of scissors', 'a pair of scissors sitting on top of a table .', 'a close up of a pair of scissors on a table']","['paintbrush', 'screwdriver']"
6907,"['a group of people standing next to each other .', 'a group of people standing around a table .', 'a group of people standing around a table with a cake .']","['kimono', 'overskirt']"
6908,"['a group of people playing a game with remote controllers .', 'a group of people standing around a tv .', 'a group of people playing a game with nintendo wii controllers .']","['dumbbell', 'barbell']"
6909,"['a wooden cutting board with a knife and an apple .', 'a wooden cutting board with a knife and a knife .', 'a wooden cutting board with a knife and an apple']","['buckeye, horse chestnut, conker', 'acorn']"
6910,"['a man in a suit and tie is smiling', 'a man in a suit and tie holding a glass .', 'a man in a suit and tie holding a glass of wine .']","['beer glass', 'barbershop']"
6911,"['a group of people flying kites in a field .', 'a group of people standing on top of a lush green field .', 'a group of people in a field flying kites .']","['balloon', 'airship, dirigible']"
6912,"['a person holding a cell phone in their hand .', 'a person holding a cell phone in their hands .', 'a man holding a cell phone in his hand .']","['packet', 'carton']"
6913,"['a woman in a white dress and a red tie', 'a woman in a white dress and a red tie .', 'a woman in a white dress and a blue tie .']","['maillot', 'brassiere, bra, bandeau']"
6914,"['a close up of a pair of scissors', 'a close up of a street sign with a sky background', 'a close up of a pair of scissors on a table']","['spatula', 'pick, plectrum, plectron']"
6915,"['a group of people standing next to each other .', 'a group of people standing next to a river .', 'a group of people standing next to each other in a river .']","['tench, Tinca tinca', 'sturgeon']"
6916,"['a group of people sitting on a bench .', 'a woman and a man sitting on a couch .', 'a group of people sitting on a couch with a woman .']","['sunglasses, dark glasses, shades', 'sunglass']"
6917,"['a group of people standing next to each other .', 'a group of people standing next to each other in a field .', 'a group of people standing next to each other holding a kite .']","['torch', ""academic gown, academic robe, judge's robe""]"
6918,"['a group of people standing next to each other .', 'a group of people standing next to each other holding surfboards .', 'a group of people standing next to each other holding a giant pair of scissors .']","['web site, website, internet site, site', 'comic book']"
6919,"['a group of young men playing a game of soccer .', 'a group of men playing a game of soccer .', 'a group of young men playing a game of frisbee .']","['rugby ball', 'soccer ball']"
6920,"['a group of people standing on top of a street .', 'a group of people standing on top of a tall building .', 'a group of people standing on top of a snow covered field .']","['crane', 'dock, dockage, docking facility']"
6921,"['a little girl is holding a small stuffed bear .', 'a little girl is holding a small stuffed animal .', 'a little girl is holding a small stuffed animal']","['stole', 'poncho']"
6922,"['a close up of a cake on a table', 'a close up of a person holding a pair of scissors', 'a close up of a cake on a plate']","['wall clock', 'shower curtain']"
6923,"['a man is holding a bunch of bananas', 'a man is holding a bunch of bananas .', 'a person holding a bunch of green bananas']","['vine snake', 'green mamba']"
6924,"['a birthday cake with a train on it', 'a birthday cake with a train on it .', 'a birthday cake with white frosting and blue frosting .']","['face powder', 'nipple']"
6925,"['a close up of a vandalized stop sign', 'a close up of a stop sign on a pole', 'a close up of a stop sign with a sticker on it']","['comic book', 'book jacket, dust cover, dust jacket, dust wrapper']"
6926,"['a young girl is holding a teddy bear .', 'a young girl is holding a cell phone .', 'a young girl is holding a teddy bear']","[""pajama, pyjama, pj's, jammies"", 'cardigan']"
6927,"['a small boat in a body of water', 'a boat traveling down a river next to a forest .', 'a boat traveling down a river surrounded by trees .']","['valley, vale', 'lakeside, lakeshore']"
6928,"['a man holding a nintendo wii game controller .', 'a man holding a wii controller in his hands .', 'a man holding a nintendo wii game controller']","['Band Aid', 'pick, plectrum, plectron']"
6929,"['a woman is taking a picture of herself in a mirror .', 'a woman is taking a picture of herself in a mirror', 'a woman is taking a picture of herself in the mirror .']","['seat belt, seatbelt', 'dumbbell']"
6930,"['a group of young children standing next to each other .', 'a group of young boys standing next to each other .', 'a group of young children standing next to each other holding skateboards .']","['dumbbell', 'sunglasses, dark glasses, shades']"
6931,"['a blue and white cake sitting on top of a table .', 'a blue and white cake sitting on top of a wooden table .', 'a blue and white cake sitting on a table .']","['comic book', 'mask']"
6932,"['a group of people standing around a table with a cake .', 'a group of people standing around a table with food .', 'a group of people standing around a table with a cake on it .']","['web site, website, internet site, site', 'menu']"
6933,"['a group of young men standing next to each other .', 'a group of young boys standing next to each other .', 'a group of young men standing next to each other on a field .']","['whistle', 'stretcher']"
6934,"['a person holding a pair of scissors in their hands .', 'a person holding a pair of scissors in their hands', 'a man holding a pair of scissors in his hands .']","['menu', 'web site, website, internet site, site']"
6935,"['a group of people standing next to each other .', 'a group of people posing for a picture .', 'a group of people posing for a picture']","['vault', 'kimono']"
6936,"['a person on a skateboard in the air .', 'a person is riding a skateboard in the air .', 'a person is riding a skateboard in a skate park .']","['bubble', 'fountain']"
6937,"['a man flying a kite in the sky .', 'a man flying a kite in a city park .', 'a person flying a kite in a city park .']","['radio telescope, radio reflector']"
6938,"['a train traveling down tracks next to a forest .', 'a train traveling down tracks next to a lush green field .', 'a train traveling down tracks next to a lush green hillside .']","['crane', 'pole']"
6939,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racket on a tennis court .']","['torch', 'racket, racquet']"
6940,"['a group of men on a field playing baseball .', 'a group of baseball players standing on top of a field .', 'a group of men playing a game of soccer .']","['ballplayer, baseball player', 'soccer ball']"
6941,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racket on a tennis court .']","['racket, racquet', 'tennis ball']"
6942,"['a statue of a man and a woman on a horse .', 'a statue of a man with a hat on .', 'a statue of a man and a woman on a horse']","['maillot', 'pedestal, plinth, footstall']"
6943,"['a person holding a cell phone in their hand .', 'a person holding a cell phone in their hand', 'a man is taking a picture of himself in a mirror .']","['remote control, remote', 'spatula']"
6944,"['a close up of a person holding a pair of scissors', 'a close up of a person wearing a suit and tie', 'a close up of a pair of scissors']","['ski mask', 'mask']"
6945,"['a group of people standing on top of a bridge .', 'a group of people standing on top of a train .', 'a group of people standing on top of a bridge over a river .']","['pier', 'boathouse']"
